Acquisitions ID,Acquired Company,Acquiring Company,Year of acquisition announcement,Deal announced on,Price,Status,Terms,Acquisition Profile,News,News Link
HP acquired Knightsbridge Solutions in 2006,Knightsbridge Solutions,HP,2006,12/12/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/d48f6370b283ee544e23fd215bbbf5f0,News Technology News Videos Podcasts | HP Newsroom,http://www8.hp.com/us/en/hp-news/newsroom.html
HP acquired Lefthand Networks in 2008,Lefthand Networks,HP,2008,30/09/2008,"$360,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/3ec17a2536f59ff507c95d006eba4721,HP Press Release: HP Acquires LeftHand Networks to Extend Leadership in Storage and Virtualization Solutions,http://www.hp.com/hpinfo/newsroom/press/2008/081001a.html
HP acquired MacDermid ColorSpan in 2007,MacDermid ColorSpan,HP,2007,13/09/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/c7adf28166d3e8ceafa1538012022b0d,Hewlett-Packard acquired MacDermid ColorSpan,http://www.forbes.com/feeds/afx/2007/09/13/afx4114051.html
HP acquired Melodeo in 2010,Melodeo,HP,2010,23/06/2010,"$30,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/29b5b73449937aee487147cc575d91bc,HP Goes NuTsie For Melodeo Pays $30 Million For Music Streaming Service | TechCrunch,http://techcrunch.com/2010/06/23/hp-goes-nutsie-for-melodeo-pays-30-million-for-music-streaming-service/
HP acquired Mercury Interactive in 2006,Mercury Interactive,HP,2006,26/07/2006,"$4,500,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/ce5edf64edf4df8d8b14db3cac9451df,HP News - HP to Acquire Mercury Interactive Corp.,http://www8.hp.com/us/en/hp-news/press-release.html?id=169236
HP acquired Metrix Network Systems in 1993,Metrix Network Systems,HP,1993,27/05/1993,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/aa79ae2d7478ed33682900b0a9c44653,"COMPANY NEWS, HEWLETT-PACKARD BUYS METRIX NETWORK SYSTEMS",http://www.nytimes.com/1993/05/27/business/company-news-hewlett-packard-buys-metrix-network-systems.html
HP acquired Neoware in 2007,Neoware,HP,2007,23/07/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/e261570af06f7984aeeea57082f4c7a3,Hewlett-Packard acquired Neoware,http://www.forbes.com/feeds/afx/2007/07/23/afx3940547.html
HP acquired Novadigm in 2004,Novadigm,HP,2004,2/04/2004,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/f8b69b4ed72366ea44c923df1168fc19,News Technology News Videos Podcasts | HP Newsroom,http://www8.hp.com/us/en/hp-news/newsroom.html
HP acquired NUR Macroprinters in 2007,NUR Macroprinters,HP,2007,12/12/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/2d4c418c3cf05228fb5534b008e90162,Hewlett-Packard acquired NUR Macroprinters,http://www.publish.com/c/a/Printing/HP-Buys-NUR-Macroprinters/
HP acquired Open Skies in 1998,Open Skies,HP,1998,30/10/1998,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/f18b8252b1ece59d5092356f930b4622,Hewlett-Packard acquired Open Skies,http://findarticles.com/p/articles/mi_m0ZCK/is_44_8/ai_53164061/
HP acquired Opsware in 2007,Opsware,HP,2007,23/07/2007,"$1,600,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/54cf7219de7a541d550ea1e459812cbf,Opsware sells to HP for $1.6 billion in happy ending,http://venturebeat.com/2007/07/23/opsware-sells-to-hp-for-16-billion-in-happy-ending/
HP acquired Optimization Systems in 1997,Optimization Systems,HP,1997,25/11/1997,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/3c35651eb0dc8e1dfc8f09c11cfc8a66,HP Acquires Optimization Systems Associates Expands CAE Software Portfolio. - Free Online Library,http://www.thefreelibrary.com/HP+Acquires+Optimization+Systems+Associates+Expands+CAE+Software...-a020013729
HP acquired OuterBay Technologies in 2006,OuterBay Technologies,HP,2006,7/02/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/b1d5fe539aa326f451bf6af25a45f435,News Technology News Videos Podcasts | HP Newsroom,http://www8.hp.com/us/en/hp-news/newsroom.html
HP acquired Palm in 2010,Palm,HP,2010,1/07/2010,"$1,200,000,000",Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/3be799b643d1e4ea2a1ac6810c061e3c,HP Completes $1.2 Billion Acquisition Of Palm Plans webOS Slate PCs And Netbooks | TechCrunch,http://techcrunch.com/2010/07/01/hp-completes-1-2-billion-acquisition-of-palm-plans-webos-slate-pcs-and-netbooks/
HP acquired Peregrine Systems in 2005,Peregrine Systems,HP,2005,19/12/2005,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/c1bac84f80720e9e1841642c98796d86,Hewlett-Packard acquired Peregrine Systems,http://www.hp.com/hpinfo/newsroom/press/2005/051219xa.html
HP acquired Persist Technologies in 2003,Persist Technologies,HP,2003,11/11/2003,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/3c48ed1d318160bd8226933b16ddfe01,News Technology News Videos Podcasts | HP Newsroom,http://www8.hp.com/us/en/hp-news/newsroom.html
HP acquired PipeBeach in 2003,PipeBeach,HP,2003,23/07/2003,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/e193c8bd9f81f47b8bb5099866aebf88,News Technology News Videos Podcasts | HP Newsroom,http://www8.hp.com/us/en/hp-news/newsroom.html
HP acquired PIXACO in 2005,PIXACO,HP,2005,13/12/2005,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/025cfe0dbfd6cf17b01f485bf361ef6d,Hewlett-Packard acquired PIXACO,http://www.hp.com/hpinfo/newsroom/press/2005/051213a.html
HP acquired PolyServe in 2007,PolyServe,HP,2007,26/02/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/247fb7f1ad6c08b2216cf54b8a659a23,HP Extends Reach in High-Growth Network-Attached Storage Market with PolyServe Acquisition,http://www.businesswire.com/portal/site/google/index.jsp?ndmViewId=news_view&newsId=20070226006285&newsLang=en
HP acquired PROLIN in 1997,PROLIN,HP,1997,6/06/1997,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/5fd03ba735004a6fe8f6aa90b5249f79,Hewlett-Packard acquired PROLIN,http://findarticles.com/p/articles/mi_m0EIN/is_1997_June_6/ai_19479050/
HP acquired Qosnetics in 1999,Qosnetics,HP,1999,20/09/1999,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/8c7fefe83de094604d1810665ea76646,"HP Acquires Qosnetics, Agreement with New Hampshire Company Expands HP's Carrier-class IP Test and Measurement Portfolio. - Free Online Library","http://www.thefreelibrary.com/HP+Acquires+Qosnetics,+Agreement+with+New+Hampshire+Company+Expands...-a055792175"
HP acquired RLX Technologies in 2005,RLX Technologies,HP,2005,3/10/2005,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/cfb1d0d8e7bcbca2bfd755f8b4c4965d,News Technology News Videos Podcasts | HP Newsroom,http://www8.hp.com/us/en/hp-news/newsroom.html
HP acquired Scitex Vision in 2005,Scitex Vision,HP,2005,1/11/2005,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/306ae400f52b19902c0d102c83684f66,Hewlett-Packard acquired Scitex Vision,http://www.hp.com/hpinfo/newsroom/press/2005/051101c.html
HP acquired Scope Communications in 1998,Scope Communications,HP,1998,19/10/1998,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/d8f2914ff876c2eeb2bb7395ae019b66,"HP To Acquire Scope Communications Inc., Acquisition Extends HP Reach Into Low-Cost Handheld Communications Test Market. - Free Online Library","http://www.thefreelibrary.com/HP+To+Acquire+Scope+Communications+Inc.,+Acquisition+Extends+HP...-a053094168"
HP acquired Security Force Software in 1999,Security Force Software,HP,1999,4/08/1999,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/ea16195709aaa57c2dd72986a283cc49,Hewlett-Packard acquired Security Force Software,http://www.highbeam.com/doc/1G1-55366513.html
HP acquired Shunra Software in 2013,Shunra Software,HP,2013,1/05/2013,"$25,000,000",Complete,Cash,http://www.crunchbase.com/acquisition/1b766446834f440d2b487018eb8877e2,,
HP acquired Silverwire Holding in 2006,Silverwire Holding,HP,2006,6/06/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/7caa652e383af45aa8b2ff2c3e1b99ec,Hewlett-Packard acquired Silverwire Holding,http://www.hp.com/hpinfo/newsroom/press/2006/060606xa.html
HP acquired Snapfish in 2005,Snapfish,HP,2005,1/04/2005,"$300,000,000",Undisclosed,Cash,http://www.crunchbase.com/acquisition/13bbd49b53516b71914e8ba3cc0ecc7b,HP to Acquire Leading Online Photo Service Snapfish - si Team - SiliconIndia Magazine,http://www.siliconindia.com/magazine/articledesc.php?articleid=TRL849552750
HP acquired SPI Dynamics in 2007,SPI Dynamics,HP,2007,19/06/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/7899b3f78ba617ff39e6bd8bceb55e56,HP acquires SPI Dynamics - CNET,http://www.cnet.com/news/hp-acquires-spi-dynamics/
HP acquired StorageApps in 2001,StorageApps,HP,2001,24/09/2001,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/8a28a9ab104ce597fb01e74ed49cd8b1,News Technology News Videos Podcasts | HP Newsroom,http://www8.hp.com/us/en/hp-news/newsroom.html
HP acquired Stratavia in 2010,Stratavia,HP,2010,26/08/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/ee8b6f1fc2be0b226b9fb3df4f754940,Hewlett-Packard acquired Stratavia,http://www.freshnews.com/news/373345/hp-acquires-stratavia-helping-clients-simplify-and-optimize-software-application-deploym
HP acquired Synstar in 2004,Synstar,HP,2004,1/10/2004,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/3b7f8e228dac3ae8791451a5d6e8273f,News Technology News Videos Podcasts | HP Newsroom,http://www8.hp.com/us/en/hp-news/newsroom.html
HP acquired Tabblo in 2007,Tabblo,HP,2007,20/03/2007,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/08b7a851ba4c0df5fbc60f42e9fd7684,HP Acquires Tabblo | TechCrunch,http://techcrunch.com/2007/03/22/hp-acquires-tabblo/
HP acquired Talking Blocks in 2003,Talking Blocks,HP,2003,3/09/2003,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/70503066ace39bb4a0c703598100233e,News Technology News Videos Podcasts | HP Newsroom,http://www8.hp.com/us/en/hp-news/newsroom.html
HP acquired Telegra in 1999,Telegra,HP,1999,15/05/1999,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/4249002f284fd1627a40a64ff447495e,Hewlett-Packard acquired Telegra,http://www.alacrastore.com/storecontent/Thomson_M&A/Hewlett_Packard_Co_acquires_Telegra_Corp-870515020
HP acquired The Technology Partners in 2006,The Technology Partners,HP,2006,27/06/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/25584d2323d586dd619ae9e7a7a242df,Hewlett-Packard acquired The Technology Partners,http://www.hp.com/hpinfo/newsroom/press/2006/060627a.html
HP acquired Tower Software in 2008,Tower Software,HP,2008,31/03/2008,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/d574056f17988d2fb9d529fbf1f43e4d,HP Press Release: HP to Acquire Tower Software Expanding Capabilities in Fast-growing e-Discovery and Compliance Software Market,http://www.hp.com/hpinfo/newsroom/press/2008/080331xb.html
HP acquired Transoft Networks in 1999,Transoft Networks,HP,1999,4/05/1999,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/cd1c19a75839d53f1ebddd1f001f53ce,Hewlett-Packard acquired Transoft Networks,http://findarticles.com/p/articles/mi_m0CGN/is_3653/ai_54547007/
HP acquired Trellis Software & Controls in 1996,Trellis Software & Controls,HP,1996,5/08/1996,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/5b2e4e9bcc82fbe46072f9e2cbcea41f,"HP to Acquire Trellis Software & Controls Inc., Deal Expands HP's Expertise in Precision Motion Control. - Free Online Library","http://www.thefreelibrary.com/HP+to+Acquire+Trellis+Software+%26+Controls+Inc.,+Deal+Expands+HP's...-a018544018"
HP acquired Triaton in 2004,Triaton,HP,2004,23/02/2004,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/473a7121e94ce1b986652e80d908c214,News Technology News Videos Podcasts | HP Newsroom,http://www8.hp.com/us/en/hp-news/newsroom.html
HP acquired Trinagy in 2001,Trinagy,HP,2001,28/08/2001,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/caa7f58ac446d61ca41213cfedf4672e,News Technology News Videos Podcasts | HP Newsroom,http://www8.hp.com/us/en/hp-news/newsroom.html
HP acquired TruLogica in 2004,TruLogica,HP,2004,11/03/2004,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/683fce3471363bddc357a18789444728,News Technology News Videos Podcasts | HP Newsroom,http://www8.hp.com/us/en/hp-news/newsroom.html
HP acquired Trustgenix in 2005,Trustgenix,HP,2005,30/11/2005,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/7834a9aa4508e56db8133aa190407d79,Hewlett-Packard acquired Trustgenix,http://www.hp.com/hpinfo/newsroom/press/2005/051130b.html
HP acquired VeriFone in 1997,VeriFone,HP,1997,1/04/1997,"$1,200,000,000",Undisclosed,Stock,http://www.crunchbase.com/acquisition/410fb9744a09c63d71b7fd8b04f65e0c,"HP to Acquire Verifone in Stock Swap Valued at $1.18 Billion, Powerful Combination to Accelerate Internet-based Commerce and Smart-card Applications for Financial Services Businesses and Consumers. - Free Online Library","http://www.thefreelibrary.com/HP+to+Acquire+Verifone+in+Stock+Swap+Valued+at+$1.18+Billion,...-a019339823"
HP acquired Versatest in 1994,Versatest,HP,1994,31/10/1994,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/25c09f6f4c66721a62d4c768e5dce7b8,Hewlett-Packard acquired Versatest,http://findarticles.com/p/articles/mi_m0EKF/is_n2038_v40/ai_16235727/
HP acquired Vertica Systems in 2011,Vertica Systems,HP,2011,14/02/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/489a2e599f619b17363fba88d49b96cd,,
HP acquired Vital Technology Pte Ltd in 1997,Vital Technology Pte Ltd,HP,1997,10/03/1997,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/7a71a60828d4badc6b94a93a9fba72f7,Hewlett-Packard acquired Vital Technology Pte Ltd,http://www.alacrastore.com/storecontent/Thomson_M&A/Hewlett_Packard_Co_acquires_Vital_Technology_Pte_Ltd-864619040
HP acquired VoodooPC in 2006,VoodooPC,HP,2006,28/09/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/11531762a85f5c65fe30af63bda9892c,News Technology News Videos Podcasts | HP Newsroom,http://www8.hp.com/us/en/hp-news/newsroom.html
IBM acquired Access360 in 2002,Access360,IBM,2002,2/09/2002,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/39b68467dd6e1c75fbba62981129f640,IBM to acquire Access360,http://www.networkworld.com/news/2002/0903acc360.html
IBM acquired Algorithmics in 2011,Algorithmics,IBM,2011,1/09/2011,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/e8699e1534b1f0db109b4b7c53561ed0,IBM to Acquire Algorithmics -- ARMONK N.Y. Sept. 1 2011 /PRNewswire/ --,http://www.prnewswire.com/news-releases/ibm-to-acquire-algorithmics-128865648.html
IBM acquired AlphaBlox Corporation in 2004,AlphaBlox Corporation,IBM,2004,14/07/2004,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/77e7bc1215a971fff53f1a5f43ffe79f,IBM to Acquire Alphablox Corporation Strengthens Leadership in Business Intelligence,http://www-03.ibm.com/press/us/en/pressrelease/7223.wss
IBM acquired Aptrix in 2003,Aptrix,IBM,2003,15/07/2003,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/529b6eecaa23c1235261db5241c4bebc,"IBM Acquires Aptrix, Strengthens its Software Portfolio with Web Content Management Software",http://www-03.ibm.com/press/us/en/pressrelease/5531.wss
IBM acquired AptSoft in 2008,AptSoft,IBM,2008,23/01/2008,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/5e8c3fb72ddaa7de4524d10e2aa1b2cc,IBM Acquires AptSoft to Expand Portfolio in Burgeoning Business Events Software Market,http://www-03.ibm.com/press/us/en/pressrelease/23376.wss
IBM acquired ARGUS Semiconductor Software in 2006,ARGUS Semiconductor Software,IBM,2006,27/01/2006,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/6b19183783141a28bd76ccd0c238d677,IBM Acquires ARGUS Semiconductor Software From INFICON,http://www-03.ibm.com/press/us/en/pressrelease/19160.wss
IBM acquired Arsenal Digital Solutions in 2008,Arsenal Digital Solutions,IBM,2008,1/02/2008,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/837a9620f86fa4c37f398672c51b733e,IBM Completes Acquisition of Arsenal Digital Solutions,http://www-03.ibm.com/press/us/en/pressrelease/23404.wss
IBM acquired Ascential Software in 2005,Ascential Software,IBM,2005,2/05/2005,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/cda076f3d65b0c47d24f3e7229040d3d,IBM Completes Acquisition Of Ascential Software,http://www-03.ibm.com/press/us/en/pressrelease/7642.wss
IBM acquired Aspera in 2013,Aspera,IBM,2013,19/12/2013,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/9a5d1f02050e9381a2d907d20b87ce98,IBM Buys Aspera A File Transfer Company That Counts Apple And Netflix As Customers | TechCrunch,http://techcrunch.com/2013/12/19/ibm-buys-aspera-a-file-transfer-company-that-counts-apple-and-netflix-as-customers/
IBM acquired BigFix in 2010,BigFix,IBM,2010,1/07/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/37901aa2a845fd763997d7ca9d9aff40,IBM Acquires Enterprise Data Security Software Company BigFix | TechCrunch,http://techcrunch.com/2010/07/01/ibm-acquires-enterprise-data-security-software-company-bigfix/
IBM acquired BLADE Network Technologies in 2010,BLADE Network Technologies,IBM,2010,27/09/2010,Undisclosed amount,Undisclosed,Undisclosed,http://www.crunchbase.com/acquisition/c0f9e0f0a81512d859d16611bdb77c17,IBM acquired BLADE Network Technologies,http://techcrunch.com/2010/09/27/ibm-buys-data-center-switching-company-blade-network-technologies/
